dirty_id,dirty_name,clean_id,clean_name,type,pattern
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:839749,Sylvanus Morley’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:851977,Sylvanus Morley,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:839762,Justin Kerr’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:672562,Justin Kerr,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:839793,Simon Bolivar’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:887607,Simon Bolivar,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:839979,Adam S. Miller’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:621369,Adam S. Miller,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:839982,Miller’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:247701,Miller,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840016,Thomas Nagel’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:836140,Thomas Nagel,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840291,the Neal A. Maxwell Institute’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:649645,the Neal A. Maxwell Institute,place,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840311,Robert Johnston’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840342,Robert Johnston,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840344,Craigie’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:707410,Craigie,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840348,Adam Miller’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:621366,Adam Miller,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840351,Sherem’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27084,Sherem,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840388,René Girard’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:681873,René Girard,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840396,Warren Jeffs’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840518,Warren Jeffs,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840637,the Latin Vulgate Bible’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:645709,the Latin Vulgate Bible,period,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840684,Thomas Kuhn’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:688870,Thomas Kuhn,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840730,John McDade’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:834468,John McDade,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840737,Thomas S. Kuhn’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840022,Thomas S. Kuhn,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840809,Julie Smith’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840789,Julie Smith,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840920,VSS ’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:465839,VSS,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840994,Binder’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:248703,Binder,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840995,Levine’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:652668,Levine,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:841003,Mulek’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:26760,Mulek,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:841077,David Hackett Fischer’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840989,David Hackett Fischer,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:841212,Joseph Spencer’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:99046,Joseph Spencer,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:841215,Blake Ostler’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:621367,Blake Ostler,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:841240,Philo’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329343,Philo,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:841313,Freemasonry Freemasonry,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:234523,Freemasonry,people,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:841468,"Cedar Fort,",4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:260081,Cedar Fort,place,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:841534,Hugh W. Abraham’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:626642,Hugh W. Abraham,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:841589,An American Prophet’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:124134,An American Prophet,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:841883,Christian Smith’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:98489,Christian Smith,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:841887,David Hume’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:111791,David Hume,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:841898,Dostoevsky’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:86554,Dostoevsky,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:841922,Brian Stubbs’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:841919,Brian Stubbs,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842328,B.H. Roberts’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:605307,B.H. Roberts,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842354,Matthew Scott Stenson’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:835513,Matthew Scott Stenson,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842460,Palmer’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:638045,Palmer,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842462,Grant Palmer’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:606497,Grant Palmer,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842472,Luke Johnson’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:38663,Luke Johnson,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842479,Nancy Alexander’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:386886,Nancy Alexander,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842618,n.d .,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:397445,n.d,place,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842630,Levi Lewis’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:635613,Levi Lewis,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842631,Lewis’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:883867,Lewis,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842632,Hurlbut and Howe:,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842633,Hurlbut and Howe,people,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842636,Eli Johnson’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:560351,Eli Johnson,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842655,Andrew Jenson’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:85456,Andrew Jenson,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842669,Sarah Pratt’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:245007,Sarah Pratt,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842737,Seth’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:26943,Seth,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842780,Spalding’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:217756,Spalding,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842828,Black Elk’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:718414,Black Elk,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842975,Heschel’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842991,Heschel,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:842993,Louis Ginzberg’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:468710,Louis Ginzberg,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843187,Grunder’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843186,Grunder,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843192,Abraham Geiger’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843323,Abraham Geiger,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843205,Humphrey Ward’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:576999,Humphrey Ward,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843226,Larry Hurtado’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:719675,Larry Hurtado,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843256,Jonathon Z. Smith’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843224,Jonathon Z. Smith,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843340,Underwood’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:170430,Underwood,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843357,James Russell Lowell’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:80321,James Russell Lowell,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843485,Jeremiah’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:829730,Jeremiah,concept,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843667,Jana Riess’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:760584,Jana Riess,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843669,Riess’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:255005,Riess,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843691,Girard’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:879471,Girard,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843807,the Great God’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:621584,The Great God,concept,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843885,Nahuatl Nahuatl,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:577944,Nahuatl,people,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843907,Ktn yo’vï-k,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843855,Ktn,person,pronunciation_tail
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843910,Exploring the Explanatory Power :,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843849,Exploring the Explanatory Power,concept,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843952,John S. Robertson’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:699483,John S. Robertson,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843953,Rogers’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:320343,Rogers,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844035,Lyle Campbell’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:672661,Lyle Campbell,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844051,Sapir’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:841929,Sapir,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844078,Hansen’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:143381,Hansen,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844098,Aramaic tǝmar > UA *tïmaC.,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844101,Aramaic tǝmar > UA *tïmaC,people,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844127,Rogers’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:56195,Rogers,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844150,Gregory L. Smith’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:188904,Gregory L. Smith,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844151,John Dehlin’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:393918,John Dehlin,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844156,Jeffrey M. Bradshaw’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:266342,Jeffrey M. Bradshaw,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844159,David Bokovoy’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:638548,David Bokovoy,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844236,William Caxton’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844225,William Caxton,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844479,Sarah Barringer Gordon’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:188717,Sarah Barringer Gordon,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844516,Stephanie Meyers’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844514,Stephanie Meyers,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844526,Helen Whitney’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:251235,Helen Whitney,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844552,the American Academy of Religion’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:386010,the American Academy of Religion,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844609,Burke’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:490051,Burke,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844924,John G. Turner’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:267271,John G. Turner,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844933,Alex Beam’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844923,Alex Beam,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844964,"June 17, 2014,",4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844953,"June 17, 2014",period,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:844973,Charlotte Haven’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:616599,Charlotte Haven,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845047,Karl Schmidt’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:516329,Karl Schmidt,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845068,Hales’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:243287,Hales,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845081,Fawn M. Brodie’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:616478,Fawn M. Brodie,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845082,George Smith’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:416020,George Smith,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845083,Todd Compton’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:188937,Todd Compton,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845143,Jonathan Neville’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:654906,Jonathan Neville,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845156,Eugene Nida’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:627861,Eugene Nida,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845157,Eugene A. Nida’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:630354,Eugene A. Nida,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845158,Nida’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:628986,Nida,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845199,Roger Keller’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:689210,Roger Keller,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845209,Robert A. Rees’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840974,Robert A. Rees,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845503,Jeff Lindsay’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:834210,Jeff Lindsay,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845506,Lindsay’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:106237,Lindsay,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845511,Winston Smith’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845509,Winston Smith,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845541,Raymond Moody’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:107266,Raymond Moody,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845548,Matthew Brown’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:264691,Matthew Brown,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845651,Howard Storm’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845652,Howard Storm,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845663,Stephenson’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:256401,Stephenson,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845665,Leon Festinger’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845595,Leon Festinger,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845669,Ian Barbour’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840687,Ian Barbour,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845681,William E. McLellan’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:663669,William E. McLellan,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:845692,"King Lamoni,",4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:34620,King Lamoni,people,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846018,Marjorie Newton’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:123510,Marjorie Newton,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846034,Jason Hartley’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846005,Jason Hartley,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846061,Emmanuel Levinas’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:696891,Emmanuel Levinas,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846068,Robert Alter’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:365531,Robert Alter,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846080,Abimelech’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:45716,Abimelech,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846091,Jim Faulconer’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846093,Jim Faulconer,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846108,Meir Sternberg’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:671320,Meir Sternberg,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846190,Sheri Dew’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:90685,Sheri Dew,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846304,Northern Israel’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:464232,Northern Israel,place,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846305,Max Weber’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:621223,Max Weber,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846426,Shiz’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:36482,Shiz,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846478,"Alma, Abinadi,",4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:145655,"Alma, Abinadi",people,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846489,"Zenock,",4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27285,Zenock,people,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846573,Fisher’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:61484,Fisher,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846610,Herbert Spencer’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:246818,Herbert Spencer,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846673,"Derby,",4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:252878,Derby,people,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846750,RIT’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846751,RIT,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846762,Conder’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:514528,Conder,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846783,Athenaeum’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:523938,Athenaeum,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846804,Matthew Bowen’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:839254,Matthew Bowen,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846872,Yuval Harari’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:681998,Yuval Harari,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846917,Rochester’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:566877,Rochester,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846954,John H. Gilbert’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:233859,John H. Gilbert,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846989,’Most Desirable Above All Things,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:876766,Most Desirable Above All Things,concept,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:846991,Daniel Peterson’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:366536,Daniel Peterson,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847113,Noel Reynolds’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:147055,Noel Reynolds,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847155,Bar-Ilan’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847158,Bar-Ilan,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847164,Christian Israel’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847152,Christian Israel,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847179,Alexander Hamilton’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:129045,Alexander Hamilton,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847208,Ken Johnson’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847153,Ken Johnson,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847263,Frans Plank’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847295,Frans Plank,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847275,Kline’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847285,Kline,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847402,Parrish’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:244322,Parrish,concept,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847577,Harris’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:54831,Harris,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847689,Harold Love’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:843250,Harold Love,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847695,William Alcott’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847783,William Alcott,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847812,E. B. Howe’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847833,E. B. Howe,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847816,Gardner’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:394144,Gardner,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847826,Noam Chomsky’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:840961,Noam Chomsky,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847920,Lehi 1 ’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:851097,Lehi 1,concept,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847944,Lehi 1 ’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:848022,Lehi 1,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847968,Lehi 1 ’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:847877,Lehi 1,person,possessive
