name,cat,reason,degree,fam,cooc,mentions
170-million-pound,1,clean,45,0,36,2
240-kilometer,1,clean,50,0,37,1
29:33,5,numeric_only,101,0,49,3
approximately 22 1/4 acres,1,clean,1,0,0,1
six-ounce,4,single_lowercase,7,0,5,1
5:38) ###,3,short_scripture,31,0,17,1
## Taphon ###,5,starts_nonword,77,0,35,1
## Army I. Jewish,5,starts_nonword,58,0,44,1
## Learn More - Henry B. Eyring,5,starts_nonword,106,0,67,1
## Cankerworm CANKERWORM,5,starts_nonword,41,0,26,1
## Chun #,5,starts_nonword,1,0,0,1
191] ##,1,clean,54,0,30,1
## Scribes,5,starts_nonword,54,0,39,2
## Olishem ##,5,starts_nonword,45,0,26,1
48:1-25,5,numeric_only,56,0,34,1
## Invitations Show,5,starts_nonword,13,0,10,1
"13,000",1,clean,77,0,62,2
about $80.00,1,clean,107,0,69,2
3.8 cm,1,clean,53,0,35,1
twenty-four,4,single_lowercase,169,0,127,3
26–28,5,numeric_only,52,0,47,1
### Decisions,5,starts_nonword,14,0,7,1
"3:2-5,14,17",3,short_scripture,46,0,29,1
35–40 ##,3,short_scripture,33,0,28,1
1Ki 22:42,1,clean,1,0,0,1
## Manuscripts ###,5,starts_nonword,59,0,31,1
1845–1965) #,3,short_scripture,55,0,42,1
## Gileadites,5,starts_nonword,1,0,0,1
"2,200 pounds",1,clean,70,0,55,2
15-acre,1,clean,31,0,22,1
## Interest ### Interest,5,starts_nonword,31,0,19,1
#### 38.2.9.3,5,starts_nonword,51,0,48,1
five-foot-two,4,single_lowercase,36,0,20,1
## Ira Citizen,5,starts_nonword,67,0,43,1
## Chimham,5,starts_nonword,113,0,44,1
## 32.17,5,starts_nonword,19,0,18,1
more than 200 feet,1,clean,28,0,18,1
44.43 centimeters,1,clean,49,0,37,1
almost 50 miles,1,clean,55,0,38,1
2:7 ###,3,short_scripture,87,0,53,2
thirty per cent,1,clean,35,0,31,2
## Akrabattine,5,starts_nonword,42,0,0,1
about 300 acres,1,clean,45,0,28,1
## One,5,starts_nonword,121,0,84,5
7:50–52 ###,3,short_scripture,43,0,31,1
18:15–19 ###,3,short_scripture,33,0,26,1
sixty-eight cents,1,clean,61,0,39,1
## Concordance ###,5,starts_nonword,1,0,0,1
# We Welcome,5,starts_nonword,6,0,4,1
## Bloom,5,starts_nonword,1,0,0,1
about 600 feet,1,clean,215,0,126,4
3:21,5,numeric_only,122,0,78,3
## Wilderness Trials Test Lehi’s Family,5,starts_nonword,29,0,20,1
about 14 inches square,1,clean,1,0,0,1
5:21–27,5,numeric_only,118,0,84,3
some 29 kilometres,1,clean,46,0,24,1
## Adbeel ###,5,starts_nonword,27,0,0,1
## Teachings of,5,starts_nonword,41,0,20,1
64.50,5,numeric_only,69,0,36,1
## Helkath ###,5,starts_nonword,53,0,32,1
## Ascent,5,starts_nonword,81,0,36,1
about sixteen square feet,1,clean,71,0,45,1
4.3 feet,1,clean,72,0,47,2
## Flute FLUTE,5,starts_nonword,36,0,27,1
## Nest ### Nest,5,starts_nonword,83,0,56,1
three to eight feet,1,clean,34,0,25,1
24:21,5,numeric_only,33,0,2,1
Forty-one,1,clean,60,0,52,1
nearly two hundred miles,1,clean,51,0,47,1
