from_name,from_type,relation,to_name,to_type
Maaca,person,FATHER_OF,Aquis,person
Jeroboam,person,FATHER_OF,Abías,person
Ahías,person,FATHER_OF,Baasa,person
Acab,person,FATHER_OF,Ocozías,person
Hezión,person,FATHER_OF,Tabrimón,person
Sadoc,person,FATHER_OF,Azarías,person
Natán,person,FATHER_OF,Azarías,person
Natán,person,FATHER_OF,Zabud,person
Abinadab,person,FATHER_OF,El,person
Manasés,person,FATHER_OF,Jair,person
Husai,person,FATHER_OF,Baana,person
Parúa,person,FATHER_OF,Josafat,person
Ela,person,FATHER_OF,Simei,person
Salomón,person,FATHER_OF,Tafat,person
Salomón,person,FATHER_OF,Basemat,person
Ela,person,FATHER_OF,Oseas,person
Zacarías,person,FATHER_OF,Abi,person
Ahicam,person,FATHER_OF,Gedalías,person
Elisama,person,FATHER_OF,Netanías,person
Netanías,person,FATHER_OF,Ismael,person
Carea,person,FATHER_OF,Johanán,person
Tanhumet,person,FATHER_OF,Seraías,person
Recab,person,FATHER_OF,Jonadab,person
Somer,person,FATHER_OF,Jozabad,person
Amitai,person,FATHER_OF,Jonás,person
Haruz,person,FATHER_OF,Mesulemet,person
Nimsi,person,FATHER_OF,Josafat,person
Josafat,person,FATHER_OF,Jehú,person
Jeremías,person,FATHER_OF,Hamutal,person
Josías,person,FATHER_OF,Eliaquim,person
Pedaías,person,FATHER_OF,Zebuda,person
Mesulam,person,FATHER_OF,Azalía,person
Adaía,person,FATHER_OF,Jedida,person
HARHAS,person,FATHER_OF,Ticva,person
Micaías,person,FATHER_OF,Acbor,person
Elnatán,person,FATHER_OF,Nehusta,person
Amasías,person,FATHER_OF,Azarías,person
Jeroboam,person,FATHER_OF,Zacarías,person
Jabes,person,FATHER_OF,Salum,person
Gadi,person,FATHER_OF,Manahem,person
Manahem,person,FATHER_OF,Pekaía,person
Azur,person,FATHER_OF,Jaazanías,person
Benaía,person,FATHER_OF,Pelatías,person
Safán,place,FATHER_OF,Jaazanías,person
Buzi,person,FATHER_OF,Ezequiel,person
Zohar,person,FATHER_OF,Efrón,person
Abraham,person,FATHER_OF,Ismael,person
Betuel,person,FATHER_OF,Rebeca,person
Taré,person,FATHER_OF,Abram,person
Harán,person,FATHER_OF,Lot,person
Harán,person,FATHER_OF,Milca,person
Arfaxad,person,FATHER_OF,Sala,person
Sala,person,FATHER_OF,Heber,person
Nacor,person,FATHER_OF,Labán,person
Labán,person,FATHER_OF,Raquel,person
Beeri,person,FATHER_OF,Judit,person
Elón,person,FATHER_OF,Basemat,person
Potifera,place,FATHER_OF,Asenat,person
Hamor,person,FATHER_OF,Siquem,people
Milca,person,FATHER_OF,Betuel,person
Betuel,person,FATHER_OF,Soy,person
Nacor,person,FATHER_OF,Betuel,person
Betuel,person,FATHER_OF,Labán,person
Ismael,person,FATHER_OF,Mahalat,person
Zibeón,person,FATHER_OF,Aná,person
Elón,person,FATHER_OF,Ada,person
Aná,person,FATHER_OF,Aholibama,person
Ismael,person,FATHER_OF,Basemat,person
Aná,person,FATHER_OF,Esaú,person
Ada,person,FATHER_OF,Elifaz,person
Basemat,person,FATHER_OF,Reuel,person
Esaú,person,FATHER_OF,Elifaz,person
Esaú,person,FATHER_OF,Reuel,person
Mehujael,person,FATHER_OF,Metusael,person
Metusael,person,FATHER_OF,Lamec,person
Josadac,person,FATHER_OF,Jesúa,person
Jehiel,person,FATHER_OF,Secanías,person
Eliasib,person,FATHER_OF,Johanán,person
Ticva,person,FATHER_OF,Jahazías,person
Iddo,person,FATHER_OF,Zacarías,person
Seraías,person,FATHER_OF,Esdras,person
Zeraías,people,FATHER_OF,Elioenai,person
Jonatán,person,FATHER_OF,Ebed,person
Atalías,person,FATHER_OF,Jesaías,person
Micael,person,FATHER_OF,Zebadías,place
Jehiel,person,FATHER_OF,Obadías,person
Bebai,person,FATHER_OF,Zacarías,person
Hacatán,person,FATHER_OF,Johanán,person
Leví,person,FATHER_OF,Mahli,person
Urías,person,FATHER_OF,Meremot,person
Finees,person,FATHER_OF,Eleazar,person
Jesúa,person,FATHER_OF,Jozabad,person
Binúi,person,FATHER_OF,Noadías,place
COS,people,FATHER_OF,Urías,person
Mesezabeel,person,FATHER_OF,Berequías,person
Imri,person,FATHER_OF,Zacur,person
Berequías,person,FATHER_OF,Mesulam,person
Baana,person,FATHER_OF,Sadoc,person
Paseah,person,FATHER_OF,Joiada,person
Besodías,person,FATHER_OF,Mesulam,person
Harhaía,person,FATHER_OF,Uziel,person
Hur,person,FATHER_OF,Refaías,person
Harumaf,person,FATHER_OF,Jedaías,person
Hasabnías,place,FATHER_OF,Hatús,person
Harim,person,FATHER_OF,Malquías,person
Pahat-moab,people,FATHER_OF,Hasub,person
Halohes,person,FATHER_OF,Salum,person
Recab,person,FATHER_OF,Muladar Malquías,place
Colhoze,person,FATHER_OF,Salum,person
Azbuc,person,FATHER_OF,Nehemías,person
Ananías,person,FATHER_OF,Maasías,person
Jesúa,person,FATHER_OF,Ezer,person
Zabai,person,FATHER_OF,Baruc,person
Maasías,person,FATHER_OF,Azarías,person
Henadad,person,FATHER_OF,Binúi,person
Faros,person,FATHER_OF,Pedaías,person
Imer,person,FATHER_OF,Sadoc,person
Secanías,person,FATHER_OF,Semaías,person
Selemías,person,FATHER_OF,Hananías,person
Zacarías,person,FATHER_OF,Uzías,person
Sefatías,person,FATHER_OF,Amarías,person
Colhoze,person,FATHER_OF,Baruc,person
Adaías,person,FATHER_OF,Hazaías,person
Zacarías,person,FATHER_OF,Joiarib,person
Uzías,person,FATHER_OF,Ataías,person
Baruc,person,FATHER_OF,Maasías,person
Joed,person,FATHER_OF,Mesulam,person
Colaías,person,FATHER_OF,Pedaías,person
Itiel,person,FATHER_OF,Maaseías,person
Pelalías,person,FATHER_OF,Jeroham,person
Zacarías,person,FATHER_OF,Amsi,person
Malquías,person,FATHER_OF,Pasur,person
Azai,person,FATHER_OF,Azareel,person
Imer,person,FATHER_OF,Mesilemot,person
Zicri,person,FATHER_OF,Joel,person
Joiarib,person,FATHER_OF,Jedaías,person
Hilcías,person,FATHER_OF,Seraías,person
Jeroham,person,FATHER_OF,Adaías,person
Azareel,person,FATHER_OF,Amasai,person
Buni,person,FATHER_OF,Hasabías,person
Zabdi,person,FATHER_OF,Micaía,person
Galal,person,FATHER_OF,Samúa,person
Samúa,person,FATHER_OF,Abda,person
Hasabías,person,FATHER_OF,Bani,person
Bani,person,FATHER_OF,Uzi,person
Mesezabeel,person,FATHER_OF,Petaías,person
Judá,person,FATHER_OF,Zera,person
Azanías,person,FATHER_OF,Jesúa,person
Jesúa,person,FATHER_OF,Joiacim,person
Joiacim,person,FATHER_OF,Eliasib,person
Eliasib,person,FATHER_OF,Joiada,person
Joiada,person,FATHER_OF,Jonatán,person
Jonatán,person,FATHER_OF,Jadúa,place
Cadmiel,person,FATHER_OF,Jesúa,person
Semaías,person,FATHER_OF,Jonatán,person
Micaías,person,FATHER_OF,Matanías,person
Asaf,person,FATHER_OF,Zacur,person
Jonatán,person,FATHER_OF,Zacarías,person
Mehetabel,person,FATHER_OF,Delaía,person
Delaía,person,FATHER_OF,Semaías,person
Ara,person,FATHER_OF,Secanías,person
Matanías,person,FATHER_OF,Zacur,person
Zacur,person,FATHER_OF,Hanán,person
Hacalías,person,FATHER_OF,Nehemías,person
David,person,FATHER_OF,Predicador,place
Ahisamac,person,FATHER_OF,Aholiab,person
Aminadab,person,FATHER_OF,Elisabet,person
Dibri,person,FATHER_OF,Selomit,person
Zabdi,person,FATHER_OF,Carmi,person
Carmi,person,FATHER_OF,Acán,person
Zera,person,FATHER_OF,Acán,person
Cenaz,person,FATHER_OF,Otoniel,person
Gedalías,person,FATHER_OF,Cusi,person
Ezequías,person,FATHER_OF,Amarías,person
Cusi,person,FATHER_OF,Sofonías,person
Sofonías,person,FATHER_OF,Josías,person
Josadac,person,FATHER_OF,Josué,person
Iddo,person,FATHER_OF,Berequías,person
Manasés,person,FATHER_OF,Gersón,person
Israel,person,FATHER_OF,Dan,person
Gersón,person,FATHER_OF,Jonatán,person
Gera,person,FATHER_OF,Aod,person
Anat,person,FATHER_OF,Samgar,person
Dodo,person,FATHER_OF,Fúa,person
Fúa,person,FATHER_OF,Israel Tola,person
Hilén,person,FATHER_OF,Israel Abdón,person
Hilel,person,FATHER_OF,Abdón,person
Joás,person,FATHER_OF,Gedeón,person
Joás,person,FATHER_OF,Jerobaal,person
Jerobaal,person,FATHER_OF,Jotam,person
Abinoam,person,FATHER_OF,Barac,person
Jaqué,person,FATHER_OF,Agur,person
Imer,person,FATHER_OF,Pasur,person
Josías,person,FATHER_OF,Joacim,person
Habasinías,person,FATHER_OF,Jeremías,person
Jeremías,person,FATHER_OF,Jaazanías,person
Salum,person,FATHER_OF,Maasías,person
Josías,person,FATHER_OF,Sedequías,person
Joacim,person,FATHER_OF,Conías,person
Selemías,person,FATHER_OF,Jucal,person
Maasías,person,FATHER_OF,Sofonías,person
Hananías,person,FATHER_OF,Selemías,person
Selemías,person,FATHER_OF,Irías,person
Safán,place,FATHER_OF,Elasa,person
Hilcías,person,FATHER_OF,Gemarías,person
Colaías,person,FATHER_OF,Acab,person
Maasías,person,FATHER_OF,Sedequías,person
Semaías,person,FATHER_OF,Urías,person
Acbor,person,FATHER_OF,Elnatán,person
Nerías,person,FATHER_OF,Baruc,person
Osaías,place,FATHER_OF,Jezanías,person
Matán,person,FATHER_OF,Sefatías,person
Pasur,person,FATHER_OF,Gedalías,person
Hamelec,person,FATHER_OF,Malquías,person
Joacim,person,FATHER_OF,Jeconías,person
Hilcías,person,FATHER_OF,Jeremías,person
Josías,person,FATHER_OF,Salum,person
Osaías,place,FATHER_OF,Azarías,person
Maasías,person,FATHER_OF,Nerías,person
Azur,person,FATHER_OF,Hananías,person
Babilonia,person,FATHER_OF,La,person
Nerías,person,FATHER_OF,Seraías,person
Safán,place,FATHER_OF,Gemarías,person
Selemías,person,FATHER_OF,Netanías,person
Gemarías,person,FATHER_OF,Micaías,person
Semaías,person,FATHER_OF,Delaía,person
Ananías,person,FATHER_OF,Sedequías,person
Netanías,person,FATHER_OF,Jehudí,person
Hamelec,person,FATHER_OF,Jerameel,person
Azriel,person,FATHER_OF,Seraías,person
Abdeel,person,FATHER_OF,Selemías,person
Asuero,person,FATHER_OF,Darío,person
Rubén,person,FATHER_OF,Eliab,person
Enoc,person,FATHER_OF,Irad,person
Enós,person,FATHER_OF,Mormón,person
Mosíah,person,FATHER_OF,Aarón,person
Mosíah,person,FATHER_OF,Ammón,person
Jacob,person,FATHER_OF,Benjamín,person
Jacob,person,FATHER_OF,Enos,person
Jacob,person,FATHER_OF,Enós,person
King Benjamin,person,FATHER_OF,Helaman,person
Alma,person,FATHER_OF,Helamán,person
Alphaeus,person,FATHER_OF,James,person
Captain Moroni,person,FATHER_OF,Moronihah,person
Benjamin,person,FATHER_OF,Mosiah,person
Benjamín,person,FATHER_OF,Mosíah,person
Zeniff,person,FATHER_OF,Noé,person
Elder,person,FATHER_OF,Mark McConkie,person
Mrs,person,FATHER_OF,Bob Brown,person
Elder John,person,FATHER_OF,Eudora,person
Henry Eddington,person,FATHER_OF,Velma Holsinger,person
Mary,person,FATHER_OF,Bethlehem,concept
David,person,FATHER_OF,Redeemer,concept
José,person,FATHER_OF,Efrain,person
El Padre,person,FATHER_OF,Jesucristo,person
Nefi,person,FATHER_OF,Jacob,person
Reid Burgess,person,FATHER_OF,Eres,person
Mary,person,FATHER_OF,El,person
Jacob,person,FATHER_OF,Young Joseph,person
Alma,person,FATHER_OF,Corianton,person
Willie,person,FATHER_OF,Thomas Michael Wilson,person
Mary,person,FATHER_OF,Jesus,person
Alfred Eugene Hemingway,person,FATHER_OF,Stephen Hemingway,person
John,person,FATHER_OF,Ann,person
Matilda,person,FATHER_OF,El,person
Eva,person,FATHER_OF,Toda,person
Alma,person,FATHER_OF,El,person
Adán,person,FATHER_OF,Caín,person
Julie,person,FATHER_OF,La,person
Solomon,person,FATHER_OF,King Rehoboam,person
Joseph,person,FATHER_OF,Helen Mar Kimball,person
Jarom,person,FATHER_OF,Omni,person
Omni,person,FATHER_OF,Amaron,person
Chemish,person,FATHER_OF,Abinadom,person
Mosiah,person,FATHER_OF,Benjamin,person
Alma,person,FATHER_OF,Shiblon,person
Elohim,concept,FATHER_OF,Jesus Christ,person
Freeman Nickerson,person,FATHER_OF,Moses Nickerson,person
George,person,FATHER_OF,Abraham Cannon,person
Brigham Young,person,FATHER_OF,Joseph Don Carlos Young,person
Relief Society,person,FATHER_OF,Zina Presendia Card,person
George,person,FATHER_OF,Frank Cannon,person
King Noah,person,FATHER_OF,Limhi,person
Samuel Marion,person,FATHER_OF,Idaho,people
President John Taylor,person,FATHER_OF,Ezra Oakley Taylor,person
Mary,person,FATHER_OF,The Babe,concept
Righteousness,person,FATHER_OF,Hail,person
Hadad,person,FATHER_OF,Genubath,person
Jairo,person,FATHER_OF,La,person
Heber,person,FATHER_OF,Helen Mar Kimball,person
Alma,person,FATHER_OF,Coriantón,person
Remalías,person,FATHER_OF,Israel Samaria Efraín Peka,place
Tabeel,person,FATHER_OF,El,person
Jared,person,FATHER_OF,La,person
María,person,FATHER_OF,Jesús,person
Jared,person,FATHER_OF,Enoc,person
Herodes,person,FATHER_OF,Arquelao,person
Uzziel,person,FATHER_OF,Jonatán,person
Jonás,person,FATHER_OF,Andrés,person
Alfeo,person,FATHER_OF,Santiago,person
Herodías,person,FATHER_OF,Salomé,person
Jairo Jesús,person,FATHER_OF,La,person
Brigham Young,person,FATHER_OF,John,person
JANE,person,FATHER_OF,El,person
Brigham Young,person,FATHER_OF,Joseph,person
Martin,person,FATHER_OF,El,person
Brigham,person,FATHER_OF,Susie,person
José,person,FATHER_OF,Carmen,person
Hannah,person,FATHER_OF,Lewis,person
Lorena,person,FATHER_OF,El,person
Elizabeth,person,FATHER_OF,Betty McCune,person
Eva,person,FATHER_OF,La,person
Jared,person,FATHER_OF,Oríah,person
David,person,FATHER_OF,El,person
Sarah Farr,person,FATHER_OF,George Albert Smith,person
Gordon,person,FATHER_OF,Richard,person
Jeddy Grant,person,FATHER_OF,Grant,person
Esaí,person,FATHER_OF,David,person
Aphek Woodruff,person,FATHER_OF,CONNECTICUT,place
Faraón,person,FATHER_OF,La,person
David,person,FATHER_OF,Being,person
Mary,person,FATHER_OF,John mark,person
Herod,person,FATHER_OF,Antipas,person
David,person,FATHER_OF,Ser,person
Matatías,person,FATHER_OF,Simón,person
Herodes Agripa,person,FATHER_OF,Era,person
Herodes,person,FATHER_OF,Antipas,person
Herodes,person,FATHER_OF,Herodes Agripa,person
José,person,FATHER_OF,Era,person
Susa Young Gates,person,FATHER_OF,Leah,person
Ferguson,person,FATHER_OF,Catherine Heathen,person
Sarah Ann Libby Smith,person,FATHER_OF,John Henry,person
Joseph,person,FATHER_OF,Joseph Smith Horne,person
Sarah,person,FATHER_OF,Augusta Cleveland,place
Robert,person,FATHER_OF,William Douglas,person
Jethro,person,FATHER_OF,Zipporah,person
Jean,person,FATHER_OF,Gérald Caussé,person
Swedish,people,FATHER_OF,Renlund,person
Anna Widtsoe,person,FATHER_OF,Widtsoe,person
Ruth,person,FATHER_OF,Mercy Opar,place
JOSÉ Smith,person,FATHER_OF,Joseph III,person
WILLIAM,person,FATHER_OF,El,person
WILLIAM,person,FATHER_OF,La,person
José,person,FATHER_OF,Joseph III,person
JANE,person,FATHER_OF,Silas,person
Theresa,person,FATHER_OF,Athelia Call Sears,person
PETER WHITMER,person,FATHER_OF,Elizabeth Ann Whitmer,person
PETER WHITMER,person,FATHER_OF,Catherine Whitmer,person
Joseph,person,FATHER_OF,VERMONT,person
William Hendricks,person,FATHER_OF,Martha Hendricks Aylworth,person
Alphonsine,person,FATHER_OF,El,person
Choc,person,FATHER_OF,El,person
Absalom,person,FATHER_OF,Tamar,person
Egyptus,person,FATHER_OF,Pharaoh,person
Abraham,person,FATHER_OF,Midian,person
Pharaoh,person,FATHER_OF,Bathia,people
Ahab,person,FATHER_OF,Athaliah,person
Gilead,person,FATHER_OF,Hepher,person
Benjamin,person,FATHER_OF,Becher,person
Amarpel,person,FATHER_OF,Khammurabi,person
Nahash,person,FATHER_OF,Shobi Captor,person
Shebaniah,person,FATHER_OF,Haggai,person
Kenez,person,FATHER_OF,Jephunneh,person
Nabopolassar,person,FATHER_OF,Nebuchadnezzar,person
Nahor,person,FATHER_OF,Chesed Gain,person
Lagus,people,FATHER_OF,Ptolemy,people
Cyrus,person,FATHER_OF,Cambyses,person
Eliphaz,person,FATHER_OF,Omar Eloquent,person
Hystaspes,person,FATHER_OF,Darius,person
Uriel,person,FATHER_OF,Michaiah,person
Rehoboam,person,FATHER_OF,Judah,person
Abiramu,people,FATHER_OF,Amorite,person
Nahor,person,FATHER_OF,Rebekah,person
Beeri,person,FATHER_OF,Judith,person
Hebron,person,FATHER_OF,Levite,person
Elkanah,person,FATHER_OF,Levite,person
Hilkiah,person,FATHER_OF,Levite,person
Lot,person,FATHER_OF,Ben-ammi,person
Lot,person,FATHER_OF,Ammon,person
Shem,person,FATHER_OF,Aram,person
Esarhaddon,person,FATHER_OF,Assur-bani-pal,place
Kohat,people,FATHER_OF,Amram,person
Binea,person,FATHER_OF,Benjamite,person
Eliadah,person,FATHER_OF,Rezon Prince,person
Simon,person,FATHER_OF,Rufus Red,person
Meshullam,person,FATHER_OF,Jahzerah Returner,person
Jehoshaphat,person,FATHER_OF,Israel,person
Shelemiah,person,FATHER_OF,Jehucal Able,person
Nethaniah,person,FATHER_OF,Jew,person
Nebuchadnezzar,person,FATHER_OF,Evil-merodach,person
Ethbaal,person,FATHER_OF,Jezebel Chaste,person
Ebed,person,FATHER_OF,Gaal Loathing,person
Hadad,person,FATHER_OF,Genubath Theft,person
Nathan,person,FATHER_OF,Zabud Gift,person
Salathiel,person,FATHER_OF,Babylon,concept
Uzziel,person,FATHER_OF,Levite,person
Herod Agrippa,person,FATHER_OF,Drusilla,person
Simon,person,FATHER_OF,Mariamne,person
Herodias,person,FATHER_OF,Salome,person
Josedek,place,FATHER_OF,Joshua,person
Beeri,person,FATHER_OF,Hosea Salvation,person
Pallu,person,FATHER_OF,Reubenite,person
Ahithophel,person,FATHER_OF,Gilonite,person
Shemaiah,person,FATHER_OF,Neariah,person
Seth,person,FATHER_OF,Enos Man,person
Elon,person,FATHER_OF,Bashemath,person
Ishmael,person,FATHER_OF,Mahalath,person
Chelub,person,FATHER_OF,Jehovah,person
Ginath,person,FATHER_OF,Jehovah,person
Esau,person,FATHER_OF,Reuel,person
Nimshi,person,FATHER_OF,Jehoshaphat,person
Jehiel,person,FATHER_OF,Benjamite,person
Achbor,person,FATHER_OF,Edom,person
Abinoam,person,FATHER_OF,Barak Lightning,person
Uri,person,FATHER_OF,Judah,person
Abiel,person,FATHER_OF,Benjamite,person
Izhar,person,FATHER_OF,Levite,person
Asaph,person,FATHER_OF,Korahites,person
Heman,person,FATHER_OF,Levite,person
Chemosh-Gad,people,FATHER_OF,Moab,person
Lot,person,FATHER_OF,Moab,person
Nebuchadnezzar,person,FATHER_OF,Nitocris,person
Asher,person,FATHER_OF,Sarah,person
Kish,person,FATHER_OF,Israel,person
Micah,person,FATHER_OF,Kohathite,person
Shemida,person,FATHER_OF,Gileadite,person
Jehoram,person,FATHER_OF,Benjamite,person
Moses,person,FATHER_OF,Eliezer,person
Nethaneel,person,FATHER_OF,Levite,person
Mehetabeel,person,FATHER_OF,Delaiah,person
Gilead,person,FATHER_OF,Shemidah Shemida,person
Gilead,person,FATHER_OF,Shemida,person
Hezron,person,FATHER_OF,Jerahmeel,person
Zacchur,person,FATHER_OF,Simeonite,person
Jahath,person,FATHER_OF,Gershonite Levite,person
Elpaal,person,FATHER_OF,Shema,person
Jaaziah,person,FATHER_OF,Merarite Levite,person
Gershon,person,FATHER_OF,Shubael Shebuel,person
Heman,person,FATHER_OF,Shebuel,person
Numb,person,FATHER_OF,Joshua,person
Hosah,person,FATHER_OF,Shimri,person
Jediael,person,FATHER_OF,Bilhan,person
Shemaiah,person,FATHER_OF,Levite,person
Jeduthun,person,FATHER_OF,Obed-edom,person
Malchiah,person,FATHER_OF,Pushur,person
Zerubbabel,person,FATHER_OF,Hananiah,person
Xerxes,person,FATHER_OF,Artaxerxes,person
Rameses II,person,FATHER_OF,Thouoris,person
Judah,person,FATHER_OF,Parez,people
Gideon,person,FATHER_OF,Abimelech,person
Mephibosheth,person,FATHER_OF,Micah,person
Lagus,people,FATHER_OF,Soter,person
Issachar,person,FATHER_OF,Phuvah,person
Issachar,person,FATHER_OF,Puvah,people
Gideon,person,FATHER_OF,Jehiel,person
Eliab,person,FATHER_OF,Reubenite,person
Tamai,people,FATHER_OF,Maachah,person
Shimhi,person,FATHER_OF,Benjamite,person
Beriah,person,FATHER_OF,Benjamites,person
Jotham,person,FATHER_OF,Judah,person
Jehoram,person,FATHER_OF,Judah,person
Benjamin,person,FATHER_OF,Beecher,person
Jehoadah,person,FATHER_OF,Benjamite,person
Philip,person,FATHER_OF,Great,person
Shobal,person,FATHER_OF,Horite,person
Helem,person,FATHER_OF,Asherite,person
Hadlai,person,FATHER_OF,Ephraim,person
Shemidah,place,FATHER_OF,Manassite,person
Phabi,place,FATHER_OF,Ismael,person
Beriah,person,FATHER_OF,Benjamite,person
Dishan,person,FATHER_OF,Horite,person
Xerxces,place,FATHER_OF,Longimanus,people
Berechiah,person,FATHER_OF,Levite,person
Japhet,person,FATHER_OF,Gomer,person
Gilead,person,FATHER_OF,Asriel,person
Julia,person,FATHER_OF,Atia,person
Jehalelel,person,FATHER_OF,Merarite,person
Zair,person,FATHER_OF,Elhanan,person
Merari,person,FATHER_OF,Mahali,place
Manasseh,person,FATHER_OF,Shemidah,place
Micah,person,FATHER_OF,Reubenite,person
Judah,person,FATHER_OF,Shubal,people
Tahath,person,FATHER_OF,Kohathite Levite,person
Shimei,person,FATHER_OF,Zizah,person
Bani,person,FATHER_OF,Levite,person
Sirach,person,FATHER_OF,Wisdom of Jesus,people
Jeremiah,person,FATHER_OF,Rechabite,person
Gershom,person,FATHER_OF,Libni,person
Laadan,person,FATHER_OF,Shimei,person
Shelomoth,person,FATHER_OF,Levite,person
Kish,person,FATHER_OF,Benjamite,person
Kohath,person,FATHER_OF,Hebron,person
Alpheus,person,FATHER_OF,James,person
Zerah,person,FATHER_OF,Gershonite Levite,person
Asa,person,FATHER_OF,Judah,person
Josibiah,person,FATHER_OF,Simeonite,person
Shamer,person,FATHER_OF,Asher,person
Gilead,person,FATHER_OF,Gileadite,person
Mahli,person,FATHER_OF,Kish,person
Bilhah,person,FATHER_OF,Benjamite,person
Zeimmah,people,FATHER_OF,Gershonite,people
Shemaah,person,FATHER_OF,Benjamite,person
Pedaiah,person,FATHER_OF,Benjamite,person
Jehiel,person,FATHER_OF,David,person
Potipherah,person,FATHER_OF,Asenath,person
Judah,person,FATHER_OF,Christ,concept
Mattathias,person,FATHER_OF,Another,person
Jahdai,person,FATHER_OF,Judah,person
Jeshua,person,FATHER_OF,Levite,person
Jeduthun,person,FATHER_OF,Levite,person
Levi,person,FATHER_OF,Gershom,person
Gilead,person,FATHER_OF,Zepher,people
Iddo,person,FATHER_OF,Gershonite Levite,person
Elkanah,person,FATHER_OF,Kohathite Levite,person
Heber,person,FATHER_OF,Hotham,person
Halohesh,person,FATHER_OF,Halohesh Shallum,person
Bunni,person,FATHER_OF,Another Levite,person
Mattaniah,person,FATHER_OF,Levite,person
Kohath-,person,FATHER_OF,Hebron,person
Azariah,person,FATHER_OF,Judah,person
Herod Philip,person,FATHER_OF,Salome,person
Amzi,person,FATHER_OF,Merarite Levite,person
Lotan,person,FATHER_OF,Horite,person
Heber,person,FATHER_OF,Asher,person
Joktan,person,FATHER_OF,Obal,person
Sirach,person,FATHER_OF,The Wisdom of Jesus,concept
Joah,person,FATHER_OF,Gershonite Levite,person
Jephuneh,place,FATHER_OF,Caleb,person
Mahli,person,FATHER_OF,Merarite Levite,person
Nahath,person,FATHER_OF,Kohathite Levite,person
Hushim,person,FATHER_OF,Benjamite,person
Shimei,person,FATHER_OF,Abihail,person
Helem,person,FATHER_OF,Asher,person
Bela,person,FATHER_OF,Benjamite,person
Appaim,person,FATHER_OF,Judah,person
Jehohanan,person,FATHER_OF,Judah,person
Hammoleketh,person,FATHER_OF,Jordan,concept
Ribai,person,FATHER_OF,Benjamite,person
Jesaiah,person,FATHER_OF,Benjamite,person
Ishmael,person,FATHER_OF,Jetur,person
Ephraim,person,FATHER_OF,Tahan,person
Micah,person,FATHER_OF,Tahreah,people
Lameth,person,FATHER_OF,Jabal,person
Antipater,person,FATHER_OF,Cassander,person
Zophai,person,FATHER_OF,Kohathite Levite,person
Binnui,person,FATHER_OF,Levite,person
Ephraim,person,FATHER_OF,Becher,person
Gideon,person,FATHER_OF,Jotham,person
Jediael,person,FATHER_OF,Benjamite,person
Henadad,person,FATHER_OF,Levite,person
Hezekiah,person,FATHER_OF,Judah,person
Menan,person,FATHER_OF,Melea,person
Shabaraim,person,FATHER_OF,Benjamite,person
Elpaal,person,FATHER_OF,Benjamite,person
Merari,person,FATHER_OF,Moli Mahli,person
Kohath,person,FATHER_OF,Merari,person
Lamech,person,FATHER_OF,Jubal,person
Japhet,person,FATHER_OF,Javan,person
Tiber,person,FATHER_OF,Tiberius,person
Raguel,person,FATHER_OF,Sarah,person
Nethanel,person,FATHER_OF,David,person
Pyrrhus,person,FATHER_OF,Sopater,person
Caleb,person,FATHER_OF,Achsah,person
John,person,FATHER_OF,Simon,person
Pharaoh,person,FATHER_OF,Bithiah,person
Antiochus,person,FATHER_OF,Cleopatra,person
Micaiah,person,FATHER_OF,Josiah,person
Abishur,person,FATHER_OF,Judahite,person
Jerahmeel,person,FATHER_OF,Ahijah,person
Amarias,person,FATHER_OF,Ezra,person
Mary,person,FATHER_OF,Little,person
Becher,person,FATHER_OF,Benjamite,person
Kudur-Mabug,person,FATHER_OF,Larsa,person
Sin,person,FATHER_OF,Nineveh,place
Ishme-Dagan,people,FATHER_OF,Shamshi-Adad,people
Sargon,person,FATHER_OF,Naram-Sin,person
Necho,person,FATHER_OF,Psammetichus,person
Nahor,person,FATHER_OF,Bethnel,people
Rechab,person,FATHER_OF,Malchijah,person
Eliada,person,FATHER_OF,Rezon,person
Libit Urra,person,FATHER_OF,Asir-Ramman,person
Zehedee,people,FATHER_OF,James,person
Zebedee,person,FATHER_OF,Apostle James,person
SIR,people,FATHER_OF,Jesus,person
Joseph,person,FATHER_OF,Galilee,concept
Jezebel,person,FATHER_OF,Athaliah,person
Josedek,place,FATHER_OF,Jesus,person
Zebedee,person,FATHER_OF,Apostle,concept
Amittai,person,FATHER_OF,Analysis Jonah,person
Kenaz,person,FATHER_OF,KENIZZITE,person
Abubus,person,FATHER_OF,Ptolemy,people
James,person,FATHER_OF,Judas,person
Beeri,person,FATHER_OF,Esau,person
Gabrias,person,FATHER_OF,Gabael,person
Michael,person,FATHER_OF,Gadite,person
Jahaziel,person,FATHER_OF,Shecaniah,person
Zabdi,person,FATHER_OF,Achan,person
Bitiliashu,people,FATHER_OF,Agum,person
Shecaniah,person,FATHER_OF,Hattush,person
Hur,person,FATHER_OF,Ezer,person
Gamaliel,person,FATHER_OF,Simeon,person
Hap,person,FATHER_OF,Amenhotp,person
Jekamiah,person,FATHER_OF,Judah,person
Potiphera,person,FATHER_OF,Asenath,person
Bathsheba,person,FATHER_OF,Solomon,person
Ptolemy,people,FATHER_OF,Lysanias,person
Aristobulus,person,FATHER_OF,Alexander,person
Herod,person,FATHER_OF,Herod Antipas,person
Merari,person,FATHER_OF,Judith,person
Balas,person,FATHER_OF,Antiochus,person
